time,%3f%3f.BaseElementsTest_2017b.Output.TriangularWaveOutput,%3f%3f.BaseElementsTest_2017b.Output.TriangularWaveOutput
30.297,334
30.307,344
30.317,354
30.327,364
30.337,374
30.347,384
30.357,394
30.367,404
30.377,414
30.387,424
30.397,434
30.407,444
30.417,454
30.427,464
30.437,474
30.447,484
30.457,494
30.467,504
30.477,514
30.487,524
30.497,534
30.507,544
30.517,554
30.527,564
30.537,574
30.547,584
30.557,594
30.567,604
30.577,614
30.587,624
30.597,634
30.607,644
30.617,654
30.627,664
30.637,674
30.647,684
30.657,694
30.667,704
30.677,714
30.687,724
30.697,734
30.707,744
30.717,754
30.727,764
30.737,774
30.747,784
30.757,794
30.767,804
30.777,814
30.787,824
30.797,834
30.807,844
30.817,854
30.827,864
30.837,874
30.847,884
30.857,894
30.867,904
30.877,914
30.887,924
30.897,934
30.907,944
30.917,954
30.927,964
30.937,974
30.947,984
30.957,994
30.967,1004
30.977,1014
30.987,1024
30.997,1034
31.007,1044
31.017,1054
31.027,1064
31.037,1074
31.047,1084
31.057,1094
31.067,1104
31.077,1114
31.087,1124
31.097,1134
31.107,1144
31.117,1154
31.127,1164
31.137,1174
31.147,1184
31.157,1194
31.167,1204
31.177,1214
31.187,1224
31.197,1234
31.207,1244
31.217,1254
31.227,1264
31.237,1274
31.247,1284
31.257,1294
31.267,1304
31.277,1314
31.287,1324
31.297,1334
31.307,1344
31.317,1354
31.327,1364
31.337,1374
31.347,1384
31.357,1394
31.367,1404
31.377,1414
31.387,1424
31.397,1434
31.407,1444
31.417,1454
31.427,1464
31.437,1474
31.447,1484
31.457,1494
31.467,1504
31.477,1514
31.487,1524
31.497,1534
31.507,1544
31.517,1554
31.527,1564
31.537,1574
31.547,1584
31.557,1594
31.567,1604
31.577,1614
31.587,1624
31.597,1634
31.607,1644
31.617,1654
31.627,1664
31.637,1674
31.647,1684
31.657,1694
31.667,1704
31.677,1714
31.687,1724
31.697,1734
31.707,1744
31.717,1754
31.727,1764
31.737,1774
31.747,1784
31.757,1794
31.767,1804
31.777,1814
31.787,1824
31.797,1834
31.807,1844
31.817,1854
31.827,1864
31.837,1874
31.847,1884
31.857,1894
31.867,1904
31.877,1914
31.887,1924
31.897,1934
31.907,1944
31.917,1954
31.927,1964
31.937,1974
31.947,1984
31.957,1994
31.967,2004
31.977,2014
31.987,2024
31.997,2034
32.007,2044
32.017,2054
32.027,2064
32.037,2074
32.047,2084
32.057,2094
32.067,2104
32.077,2114
32.087,2124
32.097,2134
32.107,2144
32.117,2154
32.127,2164
32.137,2174
32.147,2184
32.157,2194
32.167,2204
32.177,2214
32.187,2224
32.197,2234
32.207,2244
32.217,2254
32.227,2264
32.237,2274
32.247,2284
32.257,2294
32.267,2304
32.277,2314
32.287,2324
32.297,2334
32.307,2344
32.317,2354
32.327,2364
32.337,2374
32.347,2384
32.357,2394
32.367,2404
32.377,2414
32.387,2424
32.397,2434
32.407,2444
32.417,2454
32.427,2464
32.437,2474
32.447,2484
32.457,2494
32.467,2504
32.477,2514
32.487,2524
32.497,2534
32.507,2544
32.517,2554
32.527,2564
32.537,2574
32.547,2584
32.557,2594
32.567,2604
32.577,2614
32.587,2624
32.597,2634
32.607,2644
32.617,2654
32.627,2664
32.637,2674
32.647,2684
32.657,2694
32.667,2704
